number_of_rooms,number_of_bathrooms,sqft,location,days_on_market,neighborhood,rental_price
0,1,272,good,2,west_welmwood,1645
2,1,659,great,11,east_elmwood,3698
1,1,742,great,10,east_elmwood,2678
2,1,830,great,14,east_elmwood,3826
2,1,571,great,3,east_elmwood,3631
3,2,1007,great,5,east_elmwood,5339
3,2,1059,poor,34,northwest,4463.424
2,1,823,poor,23,northwest,3171.854
1,1,705,great,5,east_elmwood,2681
1,1,381,poor,16,northwest,1742
1,1,558,good,4,west_welmwood,2010
1,1,452,poor,35,northwest,1587.89
1,1,446,good,7,west_welmwood,1911
3,2,1011,good,11,west_welmwood,4704
2,1,770,good,5,west_welmwood,3285
3,2,853,good,11,west_welmwood,4592
0,1,436,good,2,west_welmwood,1838
2,1,718,good,11,west_welmwood,3197
0,1,507,good,5,west_welmwood,1835
0,1,175,great,11,east_elmwood,1985
1,1,379,good,9,west_welmwood,1785
0,1,463,good,4,west_welmwood,1859
0,1,131,great,10,east_elmwood,1917
1,1,584,good,7,west_welmwood,2039
1,1,343,good,2,west_welmwood,1866
0,1,424,poor,24,northwest,1576.288
1,1,670,good,3,west_welmwood,2153
2,1,551,good,8,west_welmwood,3103
2,1,737,great,14,east_elmwood,3733
1,1,655,poor,36,northwest,1752.08
3,2,946,poor,46,northwest,4065.972
1,1,360,good,1,west_welmwood,1841
3,2,988,good,2,west_welmwood,4846
2,1,641,poor,17,northwest,3075
3,2,1163,good,12,west_welmwood,4938
3,2,1025,good,14,west_welmwood,4745
3,2,893,great,0,east_elmwood,5228
1,1,302,poor,38,northwest,1362.132
3,2,1183,good,2,west_welmwood,4978
1,1,721,great,3,east_elmwood,2707
2,1,670,poor,18,northwest,3137
3,2,1138,great,12,east_elmwood,5408
0,1,144,good,11,west_welmwood,1436
1,1,543,good,9,west_welmwood,1927
3,2,838,poor,63,northwest,3734.604
1,1,478,poor,16,northwest,1833
2,1,760,good,2,west_welmwood,3319
3,2,1054,good,9,west_welmwood,4775
1,1,738,poor,55,northwest,1526.13
1,1,331,poor,52,northwest,1236.456
2,1,881,great,6,east_elmwood,3923
2,1,916,poor,29,northwest,3153.202
1,1,592,good,12,west_welmwood,1923
0,1,250,great,5,east_elmwood,2088
3,2,1233,poor,36,northwest,4559.28
1,1,672,great,14,east_elmwood,2547
0,1,522,great,7,east_elmwood,2318
1,1,523,poor,59,northwest,1350.73
3,2,1116,great,1,east_elmwood,5470
0,1,389,good,14,west_welmwood,1647
3,2,1008,great,13,east_elmwood,5198
0,1,320,great,9,east_elmwood,2173
2,1,707,good,1,west_welmwood,3301
2,1,776,great,5,east_elmwood,3870
1,1,607,great,6,east_elmwood,2582
2,1,931,good,1,west_welmwood,3475
3,2,886,great,2,east_elmwood,5224
2,1,785,good,14,west_welmwood,3277
0,1,373,great,4,east_elmwood,2199
3,2,1243,good,7,west_welmwood,4983
0,1,549,poor,48,northwest,1372.576
2,1,620,poor,58,northwest,2440.284
2,1,921,good,1,west_welmwood,3550
0,1,106,poor,25,northwest,1226.61
1,1,623,good,4,west_welmwood,2039
0,1,328,great,9,east_elmwood,2097
3,2,1129,poor,37,northwest,4425.246
3,2,857,poor,42,northwest,4050.572
3,2,999,poor,32,northwest,4457.392
3,2,966,good,13,west_welmwood,4681
3,2,897,great,11,east_elmwood,5107
1,1,369,good,2,west_welmwood,1807
3,2,817,good,12,west_welmwood,4541
1,1,317,good,11,west_welmwood,1688
3,2,1228,great,8,east_elmwood,5521
1,1,479,good,14,west_welmwood,1800
1,1,748,good,12,west_welmwood,2082
1,1,330,good,11,west_welmwood,1680
1,1,398,good,14,west_welmwood,1723
2,1,533,poor,50,northwest,2465.62
3,2,830,good,3,west_welmwood,4664
3,2,1050,good,8,west_welmwood,4783
3,2,942,poor,64,northwest,3831.312
2,1,621,poor,42,northwest,2715.996
3,2,1221,great,9,east_elmwood,5522
0,1,259,poor,37,northwest,1244.208
1,1,599,poor,44,northwest,1566.04
2,1,860,good,3,west_welmwood,3461
0,1,330,good,2,west_welmwood,1735
2,1,736,great,8,east_elmwood,3773
1,1,687,great,14,east_elmwood,2532
3,2,1040,poor,24,northwest,4657.44
1,1,718,great,11,east_elmwood,2640
1,1,313,poor,15,northwest,1656
3,2,1008,poor,37,northwest,4339.272
1,1,550,poor,42,northwest,1515.26
1,1,467,poor,60,northwest,1294.44
0,1,472,great,9,east_elmwood,2243
0,1,189,great,4,east_elmwood,2002
2,1,935,poor,15,northwest,3429
2,1,638,poor,37,northwest,2746.338
3,2,803,great,5,east_elmwood,5055
2,1,734,poor,37,northwest,2840.04
3,2,815,good,5,west_welmwood,4566
2,1,618,good,0,west_welmwood,3228
2,1,519,poor,30,northwest,2734.2
3,2,1163,great,7,east_elmwood,5429
0,1,145,good,0,west_welmwood,1542
2,1,805,good,1,west_welmwood,3345
0,1,512,great,13,east_elmwood,2318
0,1,515,great,8,east_elmwood,2307
0,1,470,great,10,east_elmwood,2251
2,1,845,good,14,west_welmwood,3312
2,1,676,great,2,east_elmwood,3726
0,1,157,good,3,west_welmwood,1523
3,2,905,good,8,west_welmwood,4666
1,1,335,poor,34,northwest,1420.092
3,2,1240,great,7,east_elmwood,5555
1,1,686,good,9,west_welmwood,2093
1,1,437,good,2,west_welmwood,1948
3,2,1217,poor,29,northwest,4680.212
3,2,854,poor,47,northwest,4026.176
0,1,511,good,12,west_welmwood,1787
1,1,494,poor,18,northwest,1798
3,2,876,good,13,west_welmwood,4560
1,1,653,good,6,west_welmwood,2057
2,1,537,good,14,west_welmwood,2997
2,1,670,good,5,west_welmwood,3258
1,1,477,good,4,west_welmwood,1980
2,1,775,good,8,west_welmwood,3265
0,1,332,good,8,west_welmwood,1670
3,2,1214,good,3,west_welmwood,5062
2,1,631,poor,57,northwest,2424.268
2,1,801,good,4,west_welmwood,3357
3,2,847,good,10,west_welmwood,4606
2,1,672,great,8,east_elmwood,3699
2,1,903,good,2,west_welmwood,3468
0,1,513,poor,55,northwest,1288.98
1,1,642,great,7,east_elmwood,2551
3,2,973,poor,42,northwest,4204.488
1,1,452,great,2,east_elmwood,2458
0,1,119,good,5,west_welmwood,1440
2,1,763,good,12,west_welmwood,3228
1,1,365,good,10,west_welmwood,1745
1,1,548,poor,47,northwest,1471.976
2,1,920,good,6,west_welmwood,3486
0,1,303,great,5,east_elmwood,2138
1,1,664,poor,27,northwest,1910.868
2,1,773,good,11,west_welmwood,3249
0,1,143,good,7,west_welmwood,1510
0,1,286,good,14,west_welmwood,1554
3,2,850,poor,45,northwest,4020.4
1,1,670,poor,42,northwest,1683.516
0,1,165,poor,55,northwest,935.58
0,1,322,poor,45,northwest,1232.15
1,1,496,good,3,west_welmwood,1988
2,1,777,good,4,west_welmwood,3358
0,1,290,good,7,west_welmwood,1597
0,1,281,great,14,east_elmwood,2027
0,1,185,poor,56,northwest,986.464
1,1,601,poor,23,northwest,1903.51
0,1,156,poor,33,northwest,1231.136
3,2,967,poor,18,northwest,4644
2,1,687,good,7,west_welmwood,3253
0,1,102,great,13,east_elmwood,1852
0,1,237,good,3,west_welmwood,1577
3,2,1076,great,7,east_elmwood,5330
0,1,308,poor,47,northwest,1140.876
1,1,715,poor,27,northwest,1938.476
3,2,1095,poor,38,northwest,4432.472
3,2,1110,good,14,west_welmwood,4784
2,1,788,good,2,west_welmwood,3352
2,1,568,great,4,east_elmwood,3629
3,2,1097,poor,35,northwest,4416.41
1,1,540,good,13,west_welmwood,1885
0,1,507,poor,30,northwest,1591.52
3,2,919,good,14,west_welmwood,4647
0,1,314,poor,35,northwest,1280.4
3,2,1191,poor,43,northwest,4423.698
3,2,919,good,0,west_welmwood,4734
0,1,343,great,4,east_elmwood,2199
2,1,574,great,3,east_elmwood,3633
2,1,755,good,5,west_welmwood,3343
3,2,874,good,7,west_welmwood,4629
0,1,504,poor,29,northwest,1573.164
0,1,444,poor,41,northwest,1414.966
0,1,386,good,9,west_welmwood,1741
0,1,481,poor,51,northwest,1316.952
1,1,696,poor,32,northwest,1862.208
3,2,840,poor,15,northwest,4547
1,1,697,good,7,west_welmwood,2115
1,1,676,good,2,west_welmwood,2202
3,2,1094,great,9,east_elmwood,5382
2,1,669,poor,28,northwest,2955.936
1,1,340,good,10,west_welmwood,1729
1,1,475,good,1,west_welmwood,1923
0,1,340,good,1,west_welmwood,1728
1,1,389,good,2,west_welmwood,1846
1,1,623,poor,31,northwest,1747.686
0,1,264,good,12,west_welmwood,1525
1,1,701,poor,60,northwest,1451.76
3,2,1069,good,12,west_welmwood,4760
2,1,908,good,1,west_welmwood,3465
1,1,745,good,0,west_welmwood,2253
3,2,989,poor,43,northwest,4227.174
0,1,470,great,9,east_elmwood,2315
1,1,599,good,6,west_welmwood,2035
3,2,885,good,11,west_welmwood,4622
2,1,508,good,11,west_welmwood,2950
2,1,763,good,2,west_welmwood,3372
2,1,545,great,10,east_elmwood,3587
1,1,505,great,1,east_elmwood,2538
0,1,262,poor,18,northwest,1434
3,2,812,poor,48,northwest,3932.704
2,1,592,poor,55,northwest,2453.34
1,1,356,poor,38,northwest,1397.8
2,1,519,good,5,west_welmwood,3082
2,1,877,poor,23,northwest,3234.476
2,1,644,great,14,east_elmwood,3579
1,1,745,good,12,west_welmwood,2161
1,1,747,good,7,west_welmwood,2205
1,1,380,great,11,east_elmwood,2231
1,1,459,poor,62,northwest,1235.684
3,2,1073,good,11,west_welmwood,4773
0,1,376,good,7,west_welmwood,1726
2,1,757,poor,38,northwest,2862.116
1,1,658,poor,33,northwest,1760.018
2,1,816,great,11,east_elmwood,3848
2,1,848,good,11,west_welmwood,3371
0,1,259,good,2,west_welmwood,1634
2,1,607,good,4,west_welmwood,3142
3,2,894,good,6,west_welmwood,4719
1,1,339,poor,64,northwest,1112.64
2,1,756,poor,40,northwest,2812.8
0,1,209,good,9,west_welmwood,1518
2,1,567,good,5,west_welmwood,3070
0,1,504,good,0,west_welmwood,1877
0,1,486,poor,52,northwest,1257.984
1,1,666,good,11,west_welmwood,2086
2,1,532,great,6,east_elmwood,3558
1,1,503,good,12,west_welmwood,1840
1,1,453,poor,56,northwest,1248.16
2,1,659,great,5,east_elmwood,3716
0,1,278,good,0,west_welmwood,1661
2,1,524,good,5,west_welmwood,3083
1,1,527,good,11,west_welmwood,1904
1,1,661,poor,52,northwest,1498.536
3,2,1025,good,13,west_welmwood,4775
3,2,810,good,3,west_welmwood,4660
3,2,1086,good,13,west_welmwood,4843
3,2,812,good,0,west_welmwood,4661
3,2,881,good,0,west_welmwood,4742
1,1,510,great,12,east_elmwood,2428
1,1,378,good,11,west_welmwood,1815
2,1,889,great,10,east_elmwood,3934
1,1,748,poor,18,northwest,2038
1,1,476,poor,57,northwest,1264.916
3,2,931,poor,31,northwest,4335.474
0,1,111,good,9,west_welmwood,1468
1,1,571,poor,36,northwest,1700.776
2,1,909,poor,63,northwest,2648.772
3,2,1131,poor,35,northwest,4462.97
1,1,552,great,9,east_elmwood,2446
0,1,419,good,14,west_welmwood,1709
2,1,551,good,6,west_welmwood,3130
3,2,1120,good,7,west_welmwood,4938
1,1,647,poor,58,northwest,1419.264
0,1,435,good,0,west_welmwood,1785
0,1,222,good,1,west_welmwood,1656
0,1,468,good,11,west_welmwood,1725
2,1,561,poor,47,northwest,2547.578
1,1,747,poor,59,northwest,1566.478
1,1,696,great,14,east_elmwood,2573
1,1,440,good,13,west_welmwood,1797
1,1,686,great,9,east_elmwood,2600
2,1,712,great,7,east_elmwood,3701
0,1,302,poor,26,northwest,1414.816
2,1,626,good,14,west_welmwood,3074
1,1,700,poor,55,northwest,1546.59
1,1,409,good,12,west_welmwood,1808
3,2,880,good,4,west_welmwood,4678
3,2,915,good,5,west_welmwood,4713
1,1,748,poor,48,northwest,1657.664
0,1,227,good,9,west_welmwood,1487
1,1,390,good,8,west_welmwood,1840
0,1,460,good,0,west_welmwood,1902
1,1,392,good,8,west_welmwood,1782
2,1,921,good,14,west_welmwood,3383
2,1,756,good,3,west_welmwood,3336
1,1,604,great,1,east_elmwood,2583
3,2,832,great,3,east_elmwood,5137
3,2,1022,great,2,east_elmwood,5386
2,1,517,poor,36,northwest,2667.808
3,2,1018,good,6,west_welmwood,4847
0,1,422,good,7,west_welmwood,1727
2,1,716,good,8,west_welmwood,3283
0,1,301,great,3,east_elmwood,2172
1,1,608,poor,29,northwest,1796.078
2,1,889,poor,17,northwest,3277
2,1,577,great,9,east_elmwood,3636
2,1,671,great,0,east_elmwood,3765
0,1,315,poor,44,northwest,1215.704
1,1,709,great,1,east_elmwood,2739
3,2,1204,poor,63,northwest,4021.6
0,1,187,great,13,east_elmwood,1920
0,1,543,poor,31,northwest,1640.106
1,1,351,good,6,west_welmwood,1799
2,1,816,poor,45,northwest,2804.4
3,2,994,poor,53,northwest,4037.682
1,1,612,good,2,west_welmwood,2102
0,1,447,good,8,west_welmwood,1798
0,1,457,good,7,west_welmwood,1744
3,2,1211,good,8,west_welmwood,4968
0,1,284,poor,60,northwest,957.72
1,1,741,poor,19,northwest,2035
0,1,425,great,2,east_elmwood,2298
1,1,308,poor,36,northwest,1443.288
1,1,390,good,8,west_welmwood,1776
1,1,675,great,14,east_elmwood,2529
0,1,283,poor,44,northwest,1201.424
1,1,460,good,1,west_welmwood,1938
1,1,678,great,4,east_elmwood,2609
2,1,892,great,11,east_elmwood,3925
3,2,1149,good,7,west_welmwood,4978
3,2,876,great,2,east_elmwood,5207
1,1,588,poor,21,northwest,1846.3
3,2,1005,good,5,west_welmwood,4794
2,1,636,good,3,west_welmwood,3193
3,2,955,good,3,west_welmwood,4763
1,1,661,poor,37,northwest,1681.806
1,1,477,great,7,east_elmwood,2447
3,2,1230,good,4,west_welmwood,5070
2,1,735,great,13,east_elmwood,3698
2,1,630,poor,60,northwest,2453.64
2,1,506,good,12,west_welmwood,3017
3,2,1191,poor,18,northwest,4896
3,2,1103,poor,44,northwest,4260.2
2,1,760,great,9,east_elmwood,3780
3,2,979,good,14,west_welmwood,4693
0,1,440,great,7,east_elmwood,2231
1,1,359,great,12,east_elmwood,2286
0,1,125,poor,38,northwest,1064.256
1,1,692,good,0,west_welmwood,2147
0,1,503,poor,49,northwest,1370.61
1,1,659,good,12,west_welmwood,2025
3,2,995,good,12,west_welmwood,4682
0,1,435,poor,27,northwest,1500.692
3,2,1028,great,14,east_elmwood,5204
3,2,880,good,5,west_welmwood,4676
2,1,796,poor,15,northwest,3261
0,1,252,great,6,east_elmwood,2140
1,1,675,good,11,west_welmwood,2112
0,1,133,good,3,west_welmwood,1482
0,1,400,poor,18,northwest,1622
3,2,954,poor,19,northwest,4629
1,1,332,great,12,east_elmwood,2174
3,2,1178,poor,53,northwest,4183.386
0,1,334,good,6,west_welmwood,1698
0,1,176,good,2,west_welmwood,1548
2,1,854,poor,58,northwest,2687.916
2,1,846,good,1,west_welmwood,3461
2,1,543,good,2,west_welmwood,3129
2,1,620,good,1,west_welmwood,3225
3,2,911,poor,31,northwest,4321.782
0,1,304,great,1,east_elmwood,2241
0,1,241,great,3,east_elmwood,2116
0,1,453,great,13,east_elmwood,2269
2,1,589,great,11,east_elmwood,3617
2,1,942,poor,15,northwest,3419
2,1,678,poor,37,northwest,2836.176
1,1,465,poor,42,northwest,1452.164
0,1,256,great,0,east_elmwood,2140
2,1,561,poor,56,northwest,2394.24
3,2,1032,good,4,west_welmwood,4804
0,1,502,good,0,west_welmwood,1915
1,1,617,poor,35,northwest,1686.83
3,2,846,good,10,west_welmwood,4620
2,1,632,poor,37,northwest,2776.284
0,1,244,poor,59,northwest,1002.214
1,1,366,good,12,west_welmwood,1708
3,2,1097,good,4,west_welmwood,4865
3,2,931,poor,42,northwest,4192.06
2,1,531,good,3,west_welmwood,3142
1,1,428,good,13,west_welmwood,1796
0,1,427,great,1,east_elmwood,2283
2,1,682,poor,24,northwest,3011.712
0,1,181,poor,16,northwest,1430
2,1,672,good,10,west_welmwood,3179
2,1,548,poor,35,northwest,2679.14
2,1,721,good,5,west_welmwood,3274
1,1,379,poor,56,northwest,1190.624
0,1,369,poor,17,northwest,1592
2,1,738,good,2,west_welmwood,3329
0,1,321,great,14,east_elmwood,2034
2,1,636,great,9,east_elmwood,3684
1,1,564,poor,60,northwest,1335.84
2,1,723,good,7,west_welmwood,3250
1,1,584,poor,16,northwest,1950
1,1,307,good,12,west_welmwood,1690
2,1,946,great,11,east_elmwood,3975
2,1,655,good,2,west_welmwood,3226
3,2,1101,good,4,west_welmwood,4903
2,1,779,poor,27,northwest,3057.586
1,1,497,poor,28,northwest,1709.208
3,2,806,poor,55,northwest,3781.38
1,1,746,good,4,west_welmwood,2223
0,1,358,poor,30,northwest,1432.76
0,1,181,good,11,west_welmwood,1489
1,1,553,good,8,west_welmwood,1964
2,1,864,poor,15,northwest,3299
3,2,1040,good,11,west_welmwood,4785
2,1,516,good,8,west_welmwood,3037
2,1,517,good,13,west_welmwood,3005
2,1,835,poor,27,northwest,3087.166
3,2,1163,good,7,west_welmwood,4987
3,2,1044,poor,64,northwest,3904.272
3,2,1025,good,3,west_welmwood,4887
0,1,103,great,6,east_elmwood,1970
3,2,990,poor,33,northwest,4359.624
2,1,575,good,7,west_welmwood,3143
3,2,1014,good,6,west_welmwood,4796
3,2,1185,poor,16,northwest,4897
3,2,1058,good,0,west_welmwood,4865
1,1,412,great,10,east_elmwood,2284
0,1,251,good,12,west_welmwood,1547
2,1,711,good,1,west_welmwood,3301
2,1,813,good,4,west_welmwood,3401
2,1,726,poor,33,northwest,2937.584
0,1,192,poor,19,northwest,1434
1,1,486,good,11,west_welmwood,1922
3,2,1198,great,4,east_elmwood,5524
1,1,316,good,14,west_welmwood,1688
3,2,1238,great,5,east_elmwood,5550
3,2,868,good,1,west_welmwood,4658
1,1,371,great,13,east_elmwood,2264
2,1,597,good,5,west_welmwood,3135
0,1,298,good,13,west_welmwood,1597
3,2,1049,good,6,west_welmwood,4831
2,1,553,good,11,west_welmwood,3063
0,1,521,poor,61,northwest,1213.596
3,2,902,poor,49,northwest,4050.6
1,1,719,poor,41,northwest,1715.778
2,1,713,poor,63,northwest,2470.542
3,2,1196,good,0,west_welmwood,5060
1,1,426,good,8,west_welmwood,1874
3,2,1235,poor,44,northwest,4446.792
2,1,643,great,3,east_elmwood,3670
0,1,535,poor,26,northwest,1671.696
2,1,581,poor,29,northwest,2860.566
0,1,111,poor,62,northwest,777.684
1,1,469,great,6,east_elmwood,2432
3,2,880,great,11,east_elmwood,5103
1,1,487,good,8,west_welmwood,1909
1,1,492,good,14,west_welmwood,1834
2,1,846,good,4,west_welmwood,3394
0,1,121,good,1,west_welmwood,1522
3,2,984,poor,25,northwest,4515.39
3,2,964,good,8,west_welmwood,4705
3,2,998,good,3,west_welmwood,4818
0,1,282,great,3,east_elmwood,2119
0,1,498,good,12,west_welmwood,1811
0,1,157,good,9,west_welmwood,1511
1,1,495,good,4,west_welmwood,1969
1,1,522,good,4,west_welmwood,2029
3,2,1036,poor,42,northwest,4298.176
0,1,441,good,5,west_welmwood,1830
1,1,361,good,1,west_welmwood,1870
1,1,452,poor,50,northwest,1340.44
0,1,441,great,0,east_elmwood,2373
1,1,396,good,0,west_welmwood,1918
0,1,220,good,12,west_welmwood,1528
3,2,894,good,14,west_welmwood,4628
0,1,111,good,7,west_welmwood,1435
2,1,881,great,7,east_elmwood,3872
1,1,613,great,13,east_elmwood,2478
1,1,380,poor,58,northwest,1197.504
3,2,985,good,5,west_welmwood,4829
2,1,784,great,14,east_elmwood,3738
1,1,431,poor,19,northwest,1787
2,1,564,great,3,east_elmwood,3664
1,1,445,poor,64,northwest,1181.952
0,1,236,good,3,west_welmwood,1631
2,1,893,good,6,west_welmwood,3407
1,1,355,good,3,west_welmwood,1824
1,1,600,poor,42,northwest,1582.18
3,2,929,great,7,east_elmwood,5162
2,1,881,poor,30,northwest,3083.08
3,2,801,poor,22,northwest,4444.152
1,1,732,good,9,west_welmwood,2132
1,1,702,poor,23,northwest,1990.982
3,2,1033,poor,53,northwest,4067.57
2,1,700,great,9,east_elmwood,3691
3,2,875,great,5,east_elmwood,5145
1,1,330,good,3,west_welmwood,1798
0,1,530,good,0,west_welmwood,1961
0,1,364,great,8,east_elmwood,2215
1,1,359,poor,42,northwest,1415.836
2,1,564,great,2,east_elmwood,3645
0,1,122,great,13,east_elmwood,1897
1,1,590,good,0,west_welmwood,2125
0,1,224,poor,42,northwest,1191.176
1,1,515,good,12,west_welmwood,1869
3,2,852,poor,20,northwest,4488
0,1,515,poor,57,northwest,1272.324
0,1,394,poor,45,northwest,1268.25
2,1,881,good,6,west_welmwood,3375
0,1,221,poor,56,northwest,948.416
0,1,462,great,5,east_elmwood,2299
0,1,406,poor,24,northwest,1522.72
1,1,595,great,4,east_elmwood,2540
1,1,474,good,11,west_welmwood,1855
3,2,1249,good,14,west_welmwood,4931
3,2,1223,good,10,west_welmwood,5008
3,2,834,good,0,west_welmwood,4704
0,1,288,poor,38,northwest,1241.632
3,2,1035,poor,44,northwest,4237.352
2,1,567,good,2,west_welmwood,3183
2,1,884,good,4,west_welmwood,3430
2,1,888,great,4,east_elmwood,3900
0,1,227,great,9,east_elmwood,2064
0,1,204,poor,39,northwest,1176.526
3,2,897,good,13,west_welmwood,4660
1,1,586,good,5,west_welmwood,2056
0,1,532,great,10,east_elmwood,2315
1,1,377,good,5,west_welmwood,1839
0,1,534,great,5,east_elmwood,2429
3,2,1201,poor,32,northwest,4652.592
0,1,163,poor,51,northwest,940.814
2,1,844,great,4,east_elmwood,3905
3,2,1024,poor,37,northwest,4334.442
0,1,196,poor,46,northwest,1082.616
2,1,661,poor,54,northwest,2546.224
0,1,317,good,10,west_welmwood,1616
0,1,162,great,13,east_elmwood,1930
1,1,721,great,10,east_elmwood,2596
1,1,472,great,10,east_elmwood,2340
2,1,650,poor,62,northwest,2397.172
2,1,535,good,9,west_welmwood,3017
1,1,311,good,8,west_welmwood,1764
0,1,371,good,7,west_welmwood,1720
1,1,524,good,11,west_welmwood,1907
2,1,580,good,5,west_welmwood,3176
1,1,681,poor,61,northwest,1453.194
2,1,943,good,14,west_welmwood,3374
1,1,309,poor,53,northwest,1204.86
3,2,1233,good,9,west_welmwood,4960
0,1,198,poor,49,northwest,1067.286
2,1,897,great,9,east_elmwood,3919
3,2,1129,poor,15,northwest,4828
3,2,1014,great,11,east_elmwood,5263
3,2,1119,good,9,west_welmwood,4864
3,2,962,poor,59,northwest,3871.478
1,1,317,poor,17,northwest,1655
0,1,165,poor,55,northwest,939.3
1,1,738,great,7,east_elmwood,2648
3,2,977,great,9,east_elmwood,5281
1,1,722,great,7,east_elmwood,2686
2,1,706,good,7,west_welmwood,3187
1,1,424,good,9,west_welmwood,1811
1,1,669,great,6,east_elmwood,2594
1,1,327,great,9,east_elmwood,2252
1,1,435,good,3,west_welmwood,1915
2,1,706,poor,31,northwest,2924.22
3,2,1200,good,10,west_welmwood,4920
2,1,622,great,0,east_elmwood,3703
1,1,338,poor,42,northwest,1398.628
2,1,724,poor,60,northwest,2507
0,1,255,good,14,west_welmwood,1526
1,1,501,poor,33,northwest,1673.332
2,1,643,great,7,east_elmwood,3703
3,2,1054,poor,19,northwest,4696
2,1,817,good,8,west_welmwood,3296
1,1,301,poor,36,northwest,1357.136
0,1,261,good,13,west_welmwood,1577
2,1,925,good,12,west_welmwood,3447
3,2,939,poor,52,northwest,4034.16
3,2,1203,poor,22,northwest,4828.608
0,1,439,great,12,east_elmwood,2214
1,1,344,poor,28,northwest,1577.352
1,1,404,poor,28,northwest,1576.368
2,1,723,good,6,west_welmwood,3240
1,1,494,great,1,east_elmwood,2526
2,1,870,great,10,east_elmwood,3907
1,1,562,good,1,west_welmwood,2024
1,1,335,poor,46,northwest,1276.956
3,2,897,good,10,west_welmwood,4618
2,1,512,good,4,west_welmwood,3089
1,1,743,good,13,west_welmwood,2128
3,2,1197,good,8,west_welmwood,4984
3,2,1221,great,4,east_elmwood,5521
0,1,327,great,9,east_elmwood,2158
0,1,199,good,8,west_welmwood,1479
3,2,942,good,13,west_welmwood,4663
2,1,616,good,4,west_welmwood,3150
0,1,380,good,14,west_welmwood,1598
2,1,707,good,12,west_welmwood,3225
0,1,498,poor,57,northwest,1254.73
2,1,566,poor,37,northwest,2661.33
3,2,1173,good,12,west_welmwood,4855
0,1,312,poor,28,northwest,1362.84
0,1,433,great,7,east_elmwood,2220
3,2,1243,good,0,west_welmwood,5140
2,1,946,good,12,west_welmwood,3467
2,1,666,good,1,west_welmwood,3245
2,1,689,poor,44,northwest,2740.808
2,1,549,good,11,west_welmwood,2999
0,1,514,poor,47,northwest,1323.454
3,2,932,poor,47,northwest,4120.776
0,1,325,poor,45,northwest,1204.6
3,2,1245,poor,30,northwest,4723.6
3,2,817,poor,37,northwest,4193.406
0,1,347,poor,27,northwest,1420.826
2,1,701,great,0,east_elmwood,3846
1,1,534,good,8,west_welmwood,2001
0,1,543,great,7,east_elmwood,2385
2,1,893,poor,59,northwest,2635.076
1,1,402,good,12,west_welmwood,1809
3,2,1110,great,2,east_elmwood,5441
0,1,295,poor,17,northwest,1566
0,1,277,good,9,west_welmwood,1603
1,1,552,great,4,east_elmwood,2499
0,1,110,great,0,east_elmwood,2000
1,1,347,poor,20,northwest,1624
3,2,1182,great,6,east_elmwood,5497
0,1,297,good,3,west_welmwood,1657
2,1,619,good,10,west_welmwood,3152
2,1,596,good,12,west_welmwood,3080
0,1,303,poor,35,northwest,1268.76
0,1,316,good,8,west_welmwood,1681
1,1,482,good,5,west_welmwood,1888
2,1,846,poor,16,northwest,3277
3,2,831,good,14,west_welmwood,4539
0,1,251,great,10,east_elmwood,2056
3,2,1154,poor,53,northwest,4217.01
2,1,564,good,7,west_welmwood,3141
3,2,1171,good,10,west_welmwood,4928
0,1,232,poor,27,northwest,1347.862
2,1,737,poor,56,northwest,2541.792
2,1,511,poor,47,northwest,2537.172
1,1,337,good,0,west_welmwood,1855
1,1,355,poor,22,northwest,1612.524
0,1,290,poor,48,northwest,1186.608
3,2,977,good,1,west_welmwood,4809
2,1,568,great,13,east_elmwood,3566
2,1,633,poor,57,northwest,2493.718
0,1,341,poor,39,northwest,1329.484
2,1,818,good,4,west_welmwood,3394
0,1,191,good,0,west_welmwood,1578
1,1,649,poor,27,northwest,1803.394
0,1,237,good,2,west_welmwood,1613
3,2,1028,good,8,west_welmwood,4790
1,1,459,good,12,west_welmwood,1827
2,1,786,good,0,west_welmwood,3413
0,1,454,poor,63,northwest,1096.8
1,1,539,poor,55,northwest,1361.52
0,1,220,poor,42,northwest,1192.132
1,1,747,poor,49,northwest,1698.426
2,1,542,poor,24,northwest,2854.976
3,2,913,good,11,west_welmwood,4640
2,1,949,good,0,west_welmwood,3548
0,1,212,poor,57,northwest,951.928
2,1,793,good,3,west_welmwood,3378
0,1,382,poor,29,northwest,1450.414
0,1,515,poor,52,northwest,1332.864
3,2,966,great,6,east_elmwood,5240
3,2,1034,poor,36,northwest,4369.552
3,2,1192,good,0,west_welmwood,5042
2,1,787,great,3,east_elmwood,3843
1,1,326,great,3,east_elmwood,2268
2,1,760,good,2,west_welmwood,3291
3,2,996,great,7,east_elmwood,5321
0,1,148,poor,58,northwest,880.572
1,1,662,good,5,west_welmwood,2125
3,2,1038,poor,62,northwest,3948.876
1,1,690,great,5,east_elmwood,2667
3,2,1029,good,14,west_welmwood,4699
2,1,847,poor,46,northwest,2832.624
3,2,922,good,12,west_welmwood,4642
2,1,606,good,2,west_welmwood,3183
1,1,385,poor,36,northwest,1493.624
1,1,546,good,6,west_welmwood,1938
0,1,472,poor,26,northwest,1559.064
1,1,419,good,1,west_welmwood,1911
2,1,550,poor,37,northwest,2698.038
1,1,617,good,0,west_welmwood,2077
1,1,495,good,6,west_welmwood,1920
2,1,686,good,8,west_welmwood,3186
