Name,NetWorth,Country,Source,Rank,Age,Industry
Li Jianquan & family,$6.8 B,Hong Kong,consumer products,384,64,Healthcare
Shi Yonghong & family,$6.8 B,China,restaurants,384,52,Food & Beverage
Wee Cho Yaw,$6.8 B,Singapore,banking,384,92,Finance & Investments
Erich Wesjohann & family,$6.8 B,Germany,poultry genetics,384,75,Food & Beverage
Aloys Wobben,$6.8 B,Germany,wind turbines,384,69,Energy
Micky Arison,$6.7 B,United States,Carnival Cruises,391,71,Service
Jean-Michel Besnier,$6.7 B,France,cheese,391,53,Food & Beverage
Marie Besnier Beauvalot,$6.7 B,France,cheese,391,40,Food & Beverage
Kwon Hyuk-bin,$6.7 B,South Korea,online games,391,47,Technology
Li Haiyan,$6.7 B,China,restaurants,391,N/A,Food & Beverage
Fredrik Lundberg,$6.7 B,Sweden,"real estate, investments",391,69,Real Estate
Hiroshi Mikitani,$6.7 B,Japan,online retail,391,56,Fashion & Retail
Dmitry Rybolovlev,$6.7 B,Russia,fertilizer,391,54,Manufacturing
Reinhold Schmieding,$6.7 B,United States,medical devices,391,66,Healthcare
Francis Choi,$6.6 B,Hong Kong,real estate,400,73,Real Estate
Bruce Kovner,$6.6 B,United States,hedge funds,400,76,Finance & Investments
Wang Wenjing,$6.6 B,China,business software,400,56,Technology
Zeng Fangqin,$6.6 B,China,smartphone components,400,55,Technology
Brian Armstrong,$6.5 B,United States,cryptocurrency,404,38,Finance & Investments
Chu Mang Yee & family,$6.5 B,China,real estate,404,61,Real Estate
Denise Coates,$6.5 B,United Kingdom,online gambling,404,53,Gambling & Casinos
Gopikishan Damani,$6.5 B,India,"retail, investments",404,63,Fashion & Retail
James Goodnight,$6.5 B,United States,software,404,78,Technology
Antti Herlin,$6.5 B,Finland,"elevators, escalators",404,64,Manufacturing
Liu Yongxing,$6.5 B,China,diversified,404,72,Service
Sri Prakash Lohia,$6.5 B,Indonesia,petrochemicals,404,68,Manufacturing
John Overdeck,$6.5 B,United States,hedge funds,404,51,Finance & Investments
Prajogo Pangestu,$6.5 B,Indonesia,petrochemicals,404,76,Diversified
Horst Julius Pudwill,$6.5 B,Germany,manufacturing,404,76,Manufacturing
David Siegel,$6.5 B,United States,hedge funds,404,59,Finance & Investments
Ronda Stryker,$6.5 B,United States,medical equipment,404,66,Healthcare
Georg Stumpf,$6.5 B,Austria,"real estate, construction",404,48,Diversified
Pauline MacMillan Keinath,$6.4 B,United States,Cargill,418,87,Food & Beverage
Wang Yusuo & family,$6.4 B,China,natural gas distribution,418,57,Energy
Dennis Washington,$6.4 B,United States,"construction, mining",418,86,Logistics
Rahul Bajaj,$6.3 B,India,diversified,421,82,Diversified
Ashwin Dani & family,$6.3 B,India,paints,421,78,Manufacturing
Andreas Halvorsen,$6.3 B,Norway,hedge funds,421,59,Finance & Investments
Andrei Kozitsyn,$6.3 B,Russia,metals,421,60,Metals & Mining
Axel Oberwelland,$6.3 B,Germany,candy,421,54,Food & Beverage
Shi Yuzhu,$6.3 B,China,"online games, investments",421,58,Diversified
Tsai Eng-meng,$6.3 B,Taiwan,"food, beverages",421,64,Food & Beverage
Murat Ulker,$6.3 B,Turkey,food,421,62,Food & Beverage
Wang Junlin,$6.3 B,China,liquor,421,58,Food & Beverage
Wang Ning & family,$6.3 B,China,toys,421,34,Media & Entertainment
You Xiaoping,$6.3 B,China,"chemicals, spandex",421,63,Manufacturing
Arthur Blank,$6.2 B,United States,Home Depot,432,78,Sports
James Chambers,$6.2 B,United States,"media, automotive",432,63,Media & Entertainment
Jiang Bin,$6.2 B,China,acoustic components,432,54,Technology
Jason Jiang,$6.2 B,China,advertising,432,48,Media & Entertainment
Mitchell Rales,$6.2 B,United States,"manufacturing, investments",432,64,Manufacturing
Katharine Rayner,$6.2 B,United States,"media, automotive",432,76,Media & Entertainment
Margaretta Taylor,$6.2 B,United States,"media, automotive",432,78,Media & Entertainment
Stef Wertheimer & family,$6.2 B,Israel,metalworking tools,432,94,Manufacturing
Mike Adenuga,$6.1 B,Nigeria,"telecom, oil",440,67,Diversified
Charles Dolan & family,$6.1 B,United States,cable television,440,94,Media & Entertainment
Marcos Galperin,$6.1 B,Argentina,e-commerce,440,N/A,Technology
Huang Li,$6.1 B,China,imaging systems,440,57,Technology
Law Kar Po,$6.1 B,Hong Kong,real estate,440,72,Real Estate
Li Wa,$6.1 B,Hong Kong,real estate,440,55,Real Estate
Idan Ofer,$6.1 B,Israel,"drilling, shipping",440,65,Diversified
Qian Dongqi & family,$6.1 B,China,household appliances,440,63,Manufacturing
Odd Reitan & family,$6.1 B,Norway,"retail, real estate",440,69,Fashion & Retail
Henry Samueli,$6.1 B,United States,semiconductors,440,66,Technology
Les Wexner & family,$6.1 B,United States,retail,440,83,Fashion & Retail
Dannine Avara,$6 B,United States,pipelines,451,57,Energy
Juergen Blickle,$6 B,Germany,auto parts,451,74,Manufacturing
Robert Brockman,$6 B,United States,Software,451,79,Technology
Mong-Koo Chung,$6 B,South Korea,Hyundai,451,83,Automotive
Dulce Pugliese de Godoy Bueno,$6 B,Brazil,"hospitals, health care",451,73,Healthcare
Daniel Dines,$6 B,Romania,software,451,49,Technology
Scott Duncan,$6 B,United States,pipelines,451,38,Energy
Judy Faulkner,$6 B,United States,health IT,451,77,Technology
Guenther Fielmann & family,$6 B,Germany,optometry,451,81,Healthcare
Milane Frantz,$6 B,United States,pipelines,451,51,Energy
Frits Goldschmeding,$6 B,Netherlands,temp agency,451,87,Service
Andrei Guriev & family,$6 B,Russia,fertilizers,451,61,Manufacturing
Jane Lauder,$6 B,United States,Estée Lauder,451,48,Fashion & Retail
Martin Lorentzon,$6 B,Sweden,Spotify,451,52,Technology
Isaac Perlmutter,$6 B,United States,Marvel comics,451,78,Media & Entertainment
Jeff Skoll,$6 B,United States,eBay,451,56,Technology
Robert F. Smith,$6 B,United States,private equity,451,58,Finance & Investments
John A. Sobrato & family,$6 B,United States,real estate,451,81,Real Estate
Ronald Wanek,$6 B,United States,furniture,451,79,Manufacturing
Randa Duncan Williams,$6 B,United States,pipelines,451,59,Energy
Hansjoerg Wyss,$6 B,Switzerland,medical devices,451,86,Healthcare
Chen Fashu,$5.9 B,China,investments,472,60,Finance & Investments
Chen Rui,$5.9 B,China,online entertainment,472,43,Media & Entertainment
Christopher Hohn,$5.9 B,United Kingdom,hedge funds,472,54,Finance & Investments
Lin Jianhua & family,$5.9 B,China,solar panel components,472,58,Manufacturing
Maria Asuncion Aramburuzabala & family,$5.8 B,Mexico,"beer, investments",476,57,Food & Beverage
Chan Laiwa & family,$5.8 B,China,real estate,476,80,Real Estate
George Kaiser,$5.8 B,United States,"oil & gas, banking",476,78,Energy
Ananda Krishnan,$5.8 B,Malaysia,"telecoms, media, oil-services",476,83,Telecom
Douglas Leone,$5.8 B,United States,venture capital,476,63,Finance & Investments
Li Chunan,$5.8 B,China,renewable energy,476,52,Manufacturing
Li Ping,$5.8 B,Hong Kong,batteries,476,53,Automotive
William Li,$5.8 B,China,electric vehicles,476,46,Automotive
Augusto & Giorgio Perfetti,$5.8 B,Italy,candy,476,N/A,Food & Beverage
Meg Whitman,$5.8 B,United States,eBay,476,64,Technology
Neil Bluhm,$5.7 B,United States,real estate,486,83,Real Estate
Andrew Currie,$5.7 B,United Kingdom,chemicals,486,65,Manufacturing
Tom Gores,$5.7 B,United States,private equity,486,56,Finance & Investments
Michel Leclercq & family,$5.7 B,France,sporting goods,486,81,Fashion & Retail
Michael Moritz,$5.7 B,United States,venture capital,486,66,Technology
Nicolas Puech,$5.7 B,France,Hermes,486,78,Fashion & Retail
John Reece,$5.7 B,United Kingdom,chemicals,486,64,Manufacturing
Emanuele (Lino) Saputo & family,$5.7 B,Canada,cheese,486,84,Food & Beverage
Fred Smith,$5.7 B,United States,FedEx,486,76,Logistics
Teh Hong Piow,$5.7 B,Malaysia,banking,486,91,Finance & Investments
Rene Benko,$5.6 B,Austria,"real estate, retail",496,44,Real Estate
Jack Dangermond,$5.6 B,United States,mapping software,496,75,Technology
Stanley Druckenmiller,$5.6 B,United States,hedge funds,496,67,Finance & Investments
Tamara Gustavson,$5.6 B,United States,self storage,496,59,Service
Jian Jun,$5.6 B,China,biomedical products,496,57,Healthcare
Kwee brothers,$5.6 B,Singapore,Real Estate,496,N/A,Real Estate
Clive Calder,$5.5 B,United Kingdom,record label,502,74,Media & Entertainment
Hasmukh Chudgar & family,$5.5 B,India,pharmaceuticals,502,87,Healthcare
Dagmar Dolby & family,$5.5 B,United States,Dolby Laboratories,502,79,Technology
Dong Wei,$5.5 B,China,pharmaceuticals,502,50,Healthcare
Ken Fisher,$5.5 B,United States,money management,502,70,Finance & Investments
Ivan Glasenberg,$5.5 B,Switzerland,mining,502,64,Metals & Mining
He Xiaopeng,$5.5 B,China,electric vehicles,502,43,Automotive
Sumet Jiaravanon,$5.5 B,Thailand,diversified,502,86,Diversified
Karel Komarek,$5.5 B,Czechia,"oil and gas, IT, lotteries",502,52,Gambling & Casinos
Ronald Lauder,$5.5 B,United States,Estee Lauder,502,77,Fashion & Retail
Mu Rongjun,$5.5 B,China,e-commerce,502,41,Technology
J. Christopher Reyes,$5.5 B,United States,food distribution,502,67,Food & Beverage
Jude Reyes,$5.5 B,United States,food distribution,502,65,Food & Beverage
Kjell Inge Rokke,$5.5 B,Norway,"shipping, seafood",502,62,Logistics
"Edward Roski, Jr.",$5.5 B,United States,real estate,502,82,Real Estate
Alexandra Schoerghuber,$5.5 B,Germany,real estate,502,62,Real Estate
Shu Ping,$5.5 B,Singapore,restaurants,502,51,Food & Beverage
Christoph Zeller,$5.5 B,Liechtenstein,dental implants,502,63,Healthcare
An Kang,$5.4 B,China,pharmaceuticals,520,72,Healthcare
Rainer Blickle,$5.4 B,Germany,auto parts,520,73,Manufacturing
Jaran Chiaravanont,$5.4 B,Thailand,diversified,520,91,Diversified
Alceu Elias Feldmann,$5.4 B,Brazil,fertilizer,520,71,Energy
Montri Jiaravanont,$5.4 B,Thailand,diversified,520,90,Diversified
"Henry Nicholas, III.",$5.4 B,United States,semiconductors,520,61,Technology
Terrence Pegula,$5.4 B,United States,natural gas,520,70,Energy
Carrie Perrodo & family,$5.4 B,France,oil,520,70,Energy
Harry Stine,$5.4 B,United States,agriculture,520,79,Food & Beverage
Pyotr Aven,$5.3 B,Russia,"oil, banking, telecom",529,66,Finance & Investments
Kapil & Rahul Bhatia,$5.3 B,India,airlines,529,N/A,Service
Cao Renxian,$5.3 B,China,photovoltaic equipment,529,52,Energy
Barry Lam,$5.3 B,Taiwan,electronics,529,71,Technology
Carlos Rodriguez-Pastor,$5.3 B,Peru,finance,529,61,Finance & Investments
Shen Guojun,$5.3 B,China,retail,529,58,Fashion & Retail
Luiza Helena Trajano,$5.3 B,Brazil,retail chain,529,69,Fashion & Retail
Yao Zhenhua & family,$5.3 B,China,conglomerate,529,51,Diversified
Yu Yong,$5.3 B,China,mining,529,60,Finance & Investments
Sam Zell,$5.3 B,United States,"real estate, private equity",529,79,Real Estate
John Brown,$5.2 B,United States,medical equipment,539,86,Healthcare
Giuseppe De'Longhi & family,$5.2 B,Italy,coffee makers,539,81,Fashion & Retail
Frank Lowy,$5.2 B,Australia,shopping malls,539,90,Real Estate
Joe Mansueto,$5.2 B,United States,investment research,539,64,Finance & Investments
Akio Nitori,$5.2 B,Japan,home furnishings,539,77,Fashion & Retail
Gary Rollins,$5.2 B,United States,pest control,539,76,Service
Ruan Hongliang & family,$5.2 B,China,glass,539,60,Manufacturing
Teddy Sagi,$5.2 B,Israel,gambling software,539,49,Gambling & Casinos
Neil Shen,$5.2 B,China,venture capital,539,53,Finance & Investments
David Velez,$5.2 B,Colombia,fintech,539,39,Finance & Investments
Wong Man Li,$5.2 B,Hong Kong,furniture,539,56,Manufacturing
Robert Bass,$5.1 B,United States,"oil, investments",550,73,Energy
Pierre Chen,$5.1 B,Taiwan,electronics,550,64,Technology
Mahendra Choksi & family,$5.1 B,India,paints,550,79,Manufacturing
Gustavo Denegri,$5.1 B,Italy,biotech,550,84,Healthcare
Reed Hastings,$5.1 B,United States,Netflix,550,60,Media & Entertainment
Michael Herz,$5.1 B,Germany,coffee,550,77,Fashion & Retail
Wolfgang Herz,$5.1 B,Germany,coffee,550,70,Fashion & Retail
Patrick Lee,$5.1 B,Hong Kong,paper,550,79,Manufacturing
Lee Yeow Chor & Yeow Seng,$5.1 B,Malaysia,"palm oil, property",550,N/A,Food & Beverage
Theo Mueller,$5.1 B,Germany,dairy,550,81,Food & Beverage
Wu Guanjiang & family,$5.1 B,China,pharmaceuticals,550,52,Healthcare
Bernard Broermann,$5 B,Germany,hospitals,561,77,Healthcare
Jason Chang,$5 B,Singapore,electronics,561,76,Technology
Joshua Harris,$5 B,United States,private equity,561,56,Finance & Investments
Vikram Lal & family,$5 B,India,motorcycles,561,79,Automotive
Lin Xiucheng & family,$5 B,China,electronics,561,65,Technology
Pankaj Patel,$5 B,India,pharmaceuticals,561,68,Healthcare
"Enrique Razon, Jr.",$5 B,Philippines,ports,561,61,Logistics
"Walter Scott, Jr. & family",$5 B,United States,"utilities, telecom",561,89,Energy
Charles Simonyi,$5 B,United States,Microsoft,561,72,Technology
Kate Wang,$5 B,China,e-cigarettes,561,39,Manufacturing
Daniel Ziff,$5 B,United States,investments,561,49,Finance & Investments
Dirk Ziff,$5 B,United States,investments,561,57,Finance & Investments
Robert Ziff,$5 B,United States,investments,561,54,Finance & Investments
Stephen Bisciotti,$4.9 B,United States,"staffing, Baltimore Ravens",574,60,Sports
Chen Dongsheng,$4.9 B,China,insurance,574,63,Finance & Investments
Charles B. Johnson,$4.9 B,United States,money management,574,88,Finance & Investments
Marc Ladreit de Lacharriere,$4.9 B,France,finance,574,80,Finance & Investments
Joe Lewis,$4.9 B,United Kingdom,investments,574,84,Finance & Investments
Lin Li,$4.9 B,China,investments,574,57,Finance & Investments
Karen Pritzker,$4.9 B,United States,"hotels, investments",574,63,Finance & Investments
Abdulsamad Rabiu,$4.9 B,Nigeria,"cement, sugar",574,60,Diversified
Mark Scheinberg,$4.9 B,Canada,online gambling,574,47,Gambling & Casinos
Howard Schultz,$4.9 B,United States,Starbucks,574,67,Food & Beverage
Yasumitsu Shigeta,$4.9 B,Japan,mobile phone retailer,574,56,Telecom
Thomas Siebel,$4.9 B,United States,business software,574,68,Technology
Peter Thiel,$4.9 B,United States,Facebook,574,53,Finance & Investments
Chip Wilson,$4.9 B,Canada,Lululemon,574,64,Fashion & Retail
Zhang Fan,$4.9 B,China,touch screens,574,55,Technology
Pierre Bellon & family,$4.8 B,France,food services,589,91,Service
Richard Branson,$4.8 B,United Kingdom,Virgin,589,70,Diversified
Huang Yi,$4.8 B,Hong Kong,car dealerships,589,59,Automotive
Bidzina Ivanishvili,$4.8 B,Georgia,investments,589,65,Finance & Investments
"Edward Johnson, IV.",$4.8 B,United States,money management,589,56,Finance & Investments
Elizabeth Johnson,$4.8 B,United States,money management,589,57,Finance & Investments
Ted Lerner & family,$4.8 B,United States,real estate,589,95,Real Estate
Lin Shu-hong,$4.8 B,Taiwan,petrochemicals,589,92,Manufacturing
Yuri Milner,$4.8 B,Israel,tech investments,589,59,Finance & Investments
Issad Rebrab & family,$4.8 B,Algeria,food,589,77,Food & Beverage
Thomas Schmidheiny,$4.8 B,Switzerland,cement,589,75,Construction & Engineering
Chairul Tanjung,$4.8 B,Indonesia,diversified,589,58,Diversified
Alan Trefler,$4.8 B,United States,software,589,65,Technology
Radovan Vitek,$4.8 B,Czechia,real estate,589,49,Real Estate
Frank Wang,$4.8 B,China,drones,589,40,Technology
Wang Xicheng & family,$4.8 B,China,tires,589,72,Manufacturing
Wang Zhendong,$4.8 B,China,education,589,44,Service
"John, Alan & Bruce Wilson",$4.8 B,Australia,retailing,589,N/A,Fashion & Retail
M.A. Yusuff Ali,$4.8 B,India,retail,589,65,Fashion & Retail
Maria Fernanda Amorim & family,$4.7 B,Portugal,"energy, investments",608,86,Diversified
Dona Bertarelli,$4.7 B,Switzerland,biotech,608,53,Diversified
Hong Jie,$4.7 B,China,paint,608,53,Manufacturing
Nathan Kirsh,$4.7 B,Eswatini (Swaziland),"retail, real estate",608,89,Fashion & Retail
Ken Langone,$4.7 B,United States,investments,608,85,Finance & Investments
Michael Pieper,$4.7 B,Switzerland,kitchen appliances,608,75,Manufacturing
Richard Schulze,$4.7 B,United States,Best Buy,608,80,Fashion & Retail
Eric Smidt,$4.7 B,United States,hardware stores,608,61,Fashion & Retail
Tim Sweeney,$4.7 B,United States,video games,608,50,Media & Entertainment
Tang Shing-bor,$4.7 B,Hong Kong,real estate,608,87,Real Estate
Oleg Tinkov,$4.7 B,Russia,banking,608,53,Finance & Investments
Mark Walter,$4.7 B,United States,finance,608,60,Finance & Investments
Wong Luen Hei,$4.7 B,China,building materials,608,59,Manufacturing
Zhou Bajin,$4.7 B,China,auto parts,608,85,Manufacturing
Patrizio Bertelli,$4.6 B,Italy,luxury goods,622,75,Fashion & Retail
Bert Beveridge,$4.6 B,United States,vodka,622,59,Food & Beverage
Martin & Olivier Bouygues,$4.6 B,France,"construction, media",622,N/A,Construction & Engineering
Chen Lip Keong,$4.6 B,Malaysia,"casinos, property, energy",622,73,Gambling & Casinos
Dong Fan,$4.6 B,China,medical devices,622,51,Healthcare
Daniel Ek,$4.6 B,Sweden,Spotify,622,38,Technology
Tilman Fertitta,$4.6 B,United States,"Houston Rockets, entertainment",622,63,Food & Beverage
Luis Frias,$4.6 B,Brazil,mobile payments,622,58,Technology
Peter Gassner,$4.6 B,United States,software,622,56,Technology
Vladimir Kim,$4.6 B,Kazakhstan,mining,622,60,Metals & Mining
Li Weiguo,$4.6 B,China,construction materials,622,56,Manufacturing
Denis O'Brien,$4.6 B,Ireland,telecom,622,62,Telecom
Miuccia Prada,$4.6 B,Italy,luxury goods,622,71,Fashion & Retail
"Robert Rich, Jr.",$4.6 B,United States,frozen foods,622,80,Food & Beverage
Abhay Vakil & family,$4.6 B,India,paints,622,70,Manufacturing
Paul-Heinz Wesjohann & family,$4.6 B,Germany,chicken processing,622,77,Food & Beverage
Ron Baron,$4.5 B,United States,money management,638,77,Finance & Investments
Andre Esteves,$4.5 B,Brazil,banking,638,52,Finance & Investments
Jonathan Gray,$4.5 B,United States,investments,638,51,Finance & Investments
Hu Baifan,$4.5 B,China,pharmaceuticals,638,58,Healthcare
Viatcheslav Kantor,$4.5 B,Russia,"fertilizer, real estate",638,67,Manufacturing
Min Kao & family,$4.5 B,United States,navigation equipment,638,72,Technology
Friedrich Knapp,$4.5 B,Germany,fashion retail,638,69,Fashion & Retail
Richard Li,$4.5 B,Hong Kong,telecom,638,54,Telecom
Rudolf Maag,$4.5 B,Switzerland,medical devices,638,75,Healthcare
Miao Hangen,$4.5 B,China,"textiles, petrochemicals",638,56,Diversified
Sami Mnaymneh,$4.5 B,United States,private equity,638,59,Finance & Investments
Igor Olenicoff,$4.5 B,United States,real estate,638,78,Real Estate
Sergei Popov,$4.5 B,Russia,banking,638,49,Finance & Investments
Thomas Pritzker,$4.5 B,United States,"hotels, investments",638,70,Finance & Investments
"Julian Robertson, Jr.",$4.5 B,United States,hedge funds,638,88,Finance & Investments
